id,title,vote_count,vote_average,popularity,wr
264644,Room,2838.0,8.1,12.443291,8.057019837233703
207,Dead Poets Society,2786.0,8.1,19.905716,8.056231766548285
11216,Cinema Paradiso,834.0,8.2,14.177005,8.053929061007848
103,Taxi Driver,2632.0,8.1,14.092713,8.053718601763958
429,"The Good, the Bad and the Ugly",2371.0,8.1,16.788787,8.048729157344459
423,The Pianist,1927.0,8.1,14.811594,8.037214613015143
335,Once Upon a Time in the West,1160.0,8.1,15.589351,7.997415942091684
975,Paths of Glory,565.0,8.2,8.548518,7.990037869806401
120,The Lord of the Rings: The Fellowship of the Ring,8892.0,8.0,32.070725,7.986677844993395
121,The Lord of the Rings: The Two Towers,7641.0,8.0,29.423537,7.984510894543094
105,Back to the Future,6239.0,8.0,25.778509,7.981057924937341
205596,The Imitation Game,5895.0,8.0,31.59594,7.9799618654215205
8587,The Lion King,5520.0,8.0,21.605761,7.978612798910402
599,Sunset Boulevard,533.0,8.2,11.709777,7.978513361802636
120467,The Grand Budapest Hotel,4644.0,8.0,14.442048,7.974621493381111
1124,The Prestige,4510.0,8.0,16.94556,7.973875721476083
3082,Modern Times,881.0,8.1,8.159556,7.966673780806592
185,A Clockwork Orange,3432.0,8.0,17.112594,7.965787848917557
111,Scarface,3017.0,8.0,11.299673,7.961158555569265
399106,Piper,487.0,8.2,11.243161,7.959540577152583
914,The Great Dictator,756.0,8.1,9.241748,7.945996637631436
28,Apocalypse Now,2112.0,8.0,13.5963,7.944899764075364
670,Oldboy,2000.0,8.0,10.616859,7.941889409722409
901,City Lights,444.0,8.2,10.891524,7.9386098986456215
8392,My Neighbor Totoro,1730.0,8.0,13.507299,7.933074881983673
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1472.0,8.0,9.80398,7.921730151071575
15,Citizen Kane,1244.0,8.0,15.811921,7.907939173053275
426,Vertigo,1162.0,8.0,18.20822,7.901710635256549
1585,It's a Wonderful Life,1103.0,8.0,15.031588,7.896681084068463
10376,The Legend of 1900,554.0,8.1,7.668214,7.8944922018724135
118340,Guardians of the Galaxy,10014.0,7.9,53.291601,7.8886599055972715
603,The Matrix,9079.0,7.9,33.366332,7.887498443414497
106646,The Wolf of Wall Street,6768.0,7.9,16.382422,7.88326096948239
150540,Inside Out,6737.0,7.9,23.985587,7.883184513029459
16869,Inglourious Basterds,6598.0,7.9,16.89564,7.88283292568155
12445,Harry Potter and the Deathly Hallows: Part 2,6141.0,7.9,24.990737,7.881565706659819
210577,Gone Girl,6023.0,7.9,154.801009,7.881207523453143
98,Gladiator,5566.0,7.9,23.186667,7.879678292366621
857,Saving Private Ryan,5148.0,7.9,21.758054,7.8780441111833275
1892,Return of the Jedi,4763.0,7.9,14.586087,7.876287822549541
348,Alien,4564.0,7.9,23.37742,7.875265125689411
1422,The Departed,4455.0,7.9,18.515448,7.874666657032395
284,The Apartment,498.0,8.1,11.994281,7.8734914049834615
152601,Her,4215.0,7.9,13.829515,7.873241099632107
78,Blade Runner,3833.0,7.9,96.272374,7.870608624756873
76203,12 Years a Slave,3787.0,7.9,30.316249,7.870256265293443
38,Eternal Sunshine of the Spotless Mind,3758.0,7.9,12.906327,7.870029750507075
14,American Beauty,3438.0,7.9,20.726578,7.867280186333411
239,Some Like It Hot,835.0,8.0,11.845107,7.865393547944562
146233,Prisoners,3183.0,7.9,11.96262,7.864699440127108
62,2001: A Space Odyssey,3075.0,7.9,22.494622,7.8634794527779
152532,Dallas Buyers Club,2973.0,7.9,14.785719,7.8622472014326625
489,Good Will Hunting,2880.0,7.9,15.064833,7.861048904413289
600,Full Metal Jacket,2595.0,7.9,13.94148,7.856851905455932
641,Requiem for a Dream,2525.0,7.9,6.874828,7.855678947545996
290098,The Handmaiden,453.0,8.1,16.727405,7.853227216562499
140420,Paperman,734.0,8.0,7.198633,7.848052665728236
50014,The Help,1966.0,7.9,7.486118,7.843389528735584
110416,Song of the Sea,420.0,8.1,6.967358,7.835900616874334
369557,Sing Street,669.0,8.0,10.672862,7.834316119514517
19,Metropolis,666.0,8.0,14.487867,7.833621913311365
31011,Mr. Nobody,1616.0,7.9,11.817059,7.831496572587597
7345,There Will Be Blood,1581.0,7.9,8.200627,7.83002654195643
289,Casablanca,1462.0,7.9,13.916101,7.824519371647446
68718,Django Unchained,10297.0,7.8,19.785025,7.789453299500429
582,The Lives of Others,977.0,7.9,9.02255,7.788873700030125
103663,The Hunt,946.0,7.9,8.462801,7.785414949729857
14160,Up,7048.0,7.8,19.330884,7.784625710049441
829,Chinatown,939.0,7.9,12.29227,7.784603933196094
11324,Shutter Island,6559.0,7.8,15.813629,7.783488166126636
10681,WALL·E,6439.0,7.8,16.088366,7.783182815523337
177572,Big Hero 6,6289.0,7.8,213.849907,7.782784869842394
37165,The Truman Show,4702.0,7.8,13.155901,7.777035624985467
110420,Wolf Children,483.0,8.0,10.249498,7.776497729701571
548,Rashomon,471.0,8.0,9.887355,7.7713498847042946
832,M,465.0,8.0,12.752421,7.768685999865898
194,Amélie,3403.0,7.8,12.879381,7.768396550805368
266856,The Theory of Everything,3403.0,7.8,11.85302,7.768396550805368
13223,Gran Torino,3181.0,7.8,14.794228,7.766225097471661
5915,Into the Wild,3139.0,7.8,15.423538,7.765780272791137
115,The Big Lebowski,3001.0,7.8,15.952524,7.76423247785347
314365,Spotlight,2751.0,7.8,14.63239,7.761040089229181
627,Trainspotting,2737.0,7.8,19.348466,7.760844381030118
872,Singin' in the Rain,747.0,7.9,11.064858,7.7568046297753295
1955,The Elephant Man,740.0,7.9,8.405672,7.755535810039162
2108,The Breakfast Club,2189.0,7.8,12.627678,7.751260960219265
122906,About Time,2140.0,7.8,11.213913,7.750170452023259
996,Double Indemnity,425.0,8.0,6.49432,7.749206926170395
406,La Haine,695.0,7.9,12.108196,7.746809785142198
595,To Kill a Mockingbird,676.0,7.9,14.284787,7.742800674836002
762,Monty Python and the Holy Grail,1742.0,7.8,10.43389,7.73910339839896
10098,The Kid,404.0,8.0,8.168456,7.737606365486647
5156,Bicycle Thieves,404.0,8.0,13.233136,7.737606365486647
1091,The Thing,1629.0,7.8,16.83125,7.7350049374216425
9277,The Sting,639.0,7.9,12.016821,7.734358911365656
235,Stand by Me,1568.0,7.8,15.206957,7.732554567324436
387,Das Boot,623.0,7.9,8.80338,7.730420936004365
58496,Senna,282.0,8.1,11.331859,7.72612436726186
4348,Pride & Prejudice,1406.0,7.8,14.439083,7.725050336491029
524,Casino,1343.0,7.8,10.137389,7.7216606532167535
37257,Witness for the Prosecution,278.0,8.1,9.730217,7.721564908326028
13042,Presto,371.0,8.0,8.563861,7.717038693422655
490,The Seventh Seal,569.0,7.9,6.47828,7.715627285833502
654,On the Waterfront,368.0,8.0,18.211093,7.715007870648176
705,All About Eve,367.0,8.0,12.06308,7.714324436285222
147,The 400 Blows,363.0,8.0,7.268688,7.711557602738347
521,Dial M for Murder,539.0,7.9,7.853231,7.706236485451507
279,Amadeus,1107.0,7.8,12.677592,7.705681322325789
797,Persona,353.0,8.0,8.862628,7.704400223153692
237791,The Way He Looks,262.0,8.1,5.711274,7.702157980547877
213,North by Northwest,1062.0,7.8,12.410427,7.701864469362353
703,Annie Hall,1044.0,7.8,18.146043,7.7002498079807475
293310,Citizenfour,516.0,7.9,6.584217,7.698362703058194
938,For a Few Dollars More,988.0,7.8,13.295342,7.694868294731154
46738,Incendies,496.0,7.9,8.596012,7.690976721485233
15584,Dear Zachary: A Letter to a Son About His Father,146.0,8.4,5.531686,7.690169846586416
11778,The Deer Hunter,943.0,7.8,7.729445,7.6901040180573395
11878,Yojimbo,334.0,8.0,10.313688,7.689774192528483
673,Harry Potter and the Prisoner of Azkaban,6037.0,7.7,28.460276,7.682893591248717
10515,Castle in the Sky,877.0,7.8,11.061551,7.682279708663363
947,Lawrence of Arabia,870.0,7.8,10.893332,7.681384010794497
862,Toy Story,5415.0,7.7,21.946943,7.6809466221282605
24,Kill Bill: Vol. 1,5091.0,7.7,25.261865,7.679745825701408
9323,Ghost in the Shell,854.0,7.8,10.686166,7.6792846127554615
269149,Zootopia,4961.0,7.7,26.024868,7.679220373165225
20453,3 Idiots,850.0,7.8,7.675621,7.678748099923263
752,V for Vendetta,4562.0,7.7,20.214422,7.677422656099509
169813,Short Term 12,460.0,7.9,12.34835,7.676222137119486
280,Terminator 2: Judgment Day,4274.0,7.7,22.661695,7.675918892213446
393,Kill Bill: Vol. 2,4061.0,7.7,21.533072,7.674671196772303
158999,Blackfish,456.0,7.9,5.495138,7.674453142156003
85,Raiders of the Lost Ark,3949.0,7.7,19.901576,7.673961812935968
640,Catch Me If You Can,3917.0,7.7,19.833077,7.673751774623377
141,Donnie Darko,3574.0,7.7,18.303148,7.671267464108978
149,Akira,792.0,7.8,10.888917,7.670395831271898
197,Braveheart,3404.0,7.7,20.755149,7.669853297605945
679,Aliens,3282.0,7.7,21.761179,7.668749486773991
745,The Sixth Sense,3223.0,7.7,18.449169,7.668186156410307
11036,The Notebook,3163.0,7.7,15.239013,7.667592060358213
453,A Beautiful Mind,3087.0,7.7,11.93646,7.6668069142272675
6977,No Country for Old Men,3083.0,7.7,15.565484,7.666764535566848
84892,The Perks of Being a Wallflower,3056.0,7.7,12.775679,7.666475624575319
107,Snatch,2953.0,7.7,14.014025,7.665325770872774
1092,The Third Man,431.0,7.9,8.513889,7.662730332496752
18148,Tokyo Story,190.0,8.2,10.009423,7.661972041378904
1402,The Pursuit of Happyness,2607.0,7.7,20.981716,7.660810421502046
11423,Memories of Murder,427.0,7.9,8.511453,7.660740649750393
422,8½,427.0,7.9,6.747516,7.660740649750393
5925,The Great Escape,731.0,7.8,14.384114,7.660273098503121
142061,"Batman: The Dark Knight Returns, Part 2",426.0,7.9,12.576611,7.660238004056592
70,Million Dollar Baby,2519.0,7.7,14.471373,7.659467999194605
96721,Rush,2310.0,7.7,10.63552,7.655878512682601
275,Fargo,2080.0,7.7,12.61469,7.651114220624853
949,Heat,1886.0,7.7,17.924927,7.646215542319699
28178,Hachi: A Dog's Tale,1769.0,7.7,8.621359,7.642756069230862
25376,The Secret in Their Eyes,638.0,7.8,11.251632,7.641385595829851
320007,Victoria,388.0,7.9,8.247275,7.63943673500214
1018,Mulholland Drive,1517.0,7.7,18.184056,7.633550280747248
14574,The Boy in the Striped Pyjamas,1492.0,7.7,8.912738,7.632472950668572
696,Manhattan,600.0,7.8,12.050759,7.632112753739904
24238,Mary and Max,596.0,7.8,8.888393,7.631073204227457
277216,Straight Outta Compton,1381.0,7.7,21.183077,7.627235003445798
2118,L.A. Confidential,1340.0,7.7,10.989442,7.625088697792042
59440,Warrior,1297.0,7.7,13.121626,7.622697319919033
3782,Ikiru,208.0,8.1,7.843562,7.6188887206625475
583,Life of Brian,1230.0,7.7,10.714173,7.618651007758545
1580,Rope,539.0,7.8,7.248676,7.614725449797856
11645,Ran,349.0,7.9,12.250232,7.613968145190319
33,Unforgiven,1133.0,7.7,10.942149,7.611980802984732
7347,Elite Squad,519.0,7.8,10.759577,7.608213163323264
613,Downfall,1059.0,7.7,7.69224,7.606107565311937
3112,The Night of the Hunter,335.0,7.9,7.892337,7.603566986833604
24480,Partly Cloudy,335.0,7.9,12.916643,7.603566986833604
804,Roman Holiday,502.0,7.8,11.954806,7.602306684657496
770,Gone with the Wind,995.0,7.7,14.240357,7.600357215244917
76,Before Sunrise,984.0,7.7,11.304979,7.599297185619863
1578,Raging Bull,968.0,7.7,8.868558,7.597714430187562
308369,Me and Earl and the Dying Girl,962.0,7.7,12.503333,7.5971079940029025
60243,A Separation,474.0,7.8,7.939625,7.5917429197155295
113833,The Normal Heart,320.0,7.9,12.661286,7.5915494322457775
189197,The Pacific,318.0,7.9,6.092242,7.589873070464504
49026,The Dark Knight Rises,9263.0,7.6,20.58258,7.589356092551372
961,The General,240.0,8.0,8.002953,7.589218241141164
3034,Young Frankenstein,880.0,7.7,9.339316,7.5880357956246645
265195,Wild Tales,878.0,7.7,8.764888,7.587794493460062
286217,The Martian,7442.0,7.6,25.62993,7.5867689922491905
775,A Trip to the Moon,314.0,7.9,6.321801,7.586465082227851
12,Finding Nemo,6292.0,7.6,25.497794,7.584369802890404
207703,Kingsman: The Secret Service,6069.0,7.6,28.224212,7.583800178122394
100402,Captain America: The Winter Soldier,5881.0,7.6,18.717704,7.583286678457417
780,The Passion of Joan of Arc,159.0,8.2,8.903953,7.582168851344198
137113,Edge of Tomorrow,4979.0,7.6,31.982986,7.580288981891218
329,Jurassic Park,4956.0,7.6,8.863776,7.580198419882328
264660,Ex Machina,4862.0,7.6,14.14078,7.579819480849133
5924,Papillon,445.0,7.8,15.698433,7.57954199986048
614,Wild Strawberries,306.0,7.9,6.89416,7.579419353738588
10193,Toy Story 3,4710.0,7.6,16.96647,7.5791750609098605
57158,The Hobbit: The Desolation of Smaug,4633.0,7.6,20.644776,7.578832647860546
81,Nausicaä of the Valley of the Wind,808.0,7.7,11.267366,7.578640198054706
439,La Dolce Vita,305.0,7.9,11.063822,7.578516309664613
6075,Carlito's Way,805.0,7.7,8.698509,7.578214374188231
273248,The Hateful Eight,4405.0,7.6,20.328822,7.5777493355625
315465,The Boy and the Beast,304.0,7.9,6.900285,7.577608163646715
963,The Maltese Falcon,435.0,7.8,5.782544,7.574996474084407
14069,The Girl Who Leapt Through Time,435.0,7.8,12.430158,7.574996474084407
222935,The Fault in Our Stars,3868.0,7.6,16.274653,7.57469966562811
242582,Nightcrawler,3475.0,7.6,21.277073,7.5718789474981385
793,Blue Velvet,758.0,7.7,7.882247,7.571130309320466
89,Indiana Jones and the Last Crusade,3221.0,7.6,14.788987,7.569695288881362
82702,How to Train Your Dragon 2,3163.0,7.6,12.256689,7.569148238384979
1417,Pan's Labyrinth,3122.0,7.6,26.817754,7.568749460886172
12405,Slumdog Millionaire,2918.0,7.6,11.258181,7.5666015127799655
45269,The King's Speech,2817.0,7.6,11.260387,7.56542493544853
149870,The Wind Rises,720.0,7.7,9.310866,7.564770506403815
152742,The Best Offer,719.0,7.7,8.995603,7.56459465530681
296096,Me Before You,2674.0,7.6,34.34759,7.563609871487128
109424,Captain Phillips,2495.0,7.6,13.776068,7.561050408617264
13363,The Man from Earth,696.0,7.7,9.29906,7.560419959692945
84334,Searching for Sugar Man,286.0,7.9,6.245191,7.5603371724135044
3090,The Treasure of the Sierra Madre,285.0,7.9,8.070589,7.5593232535251875
9479,The Nightmare Before Christmas,2135.0,7.6,17.730913,7.554633084636585
10674,Mulan,2089.0,7.6,21.180857,7.553657452048124
587,Big Fish,2064.0,7.6,14.739983,7.553109408671209
10774,Network,391.0,7.8,13.180457,7.552547142700538
17431,Moon,1831.0,7.6,13.336773,7.547301057911184
25237,Come and See,174.0,8.1,12.643242,7.545862901477399
843,In the Mood for Love,379.0,7.8,8.703552,7.545625384454399
380,Rain Man,1762.0,7.6,11.267467,7.545294310116411
83666,Moonrise Kingdom,1701.0,7.6,8.692433,7.543388515094767
191720,Jodorowsky's Dune,172.0,8.1,6.18442,7.540870675364582
2493,The Princess Bride,1518.0,7.6,15.15267,7.536781434904935
322,Mystic River,1473.0,7.6,12.602438,7.534913519324319
10386,The Iron Giant,1470.0,7.6,15.441459,7.53478505916509
10494,Perfect Blue,261.0,7.9,6.487495,7.533033086594655
117,The Untouchables,1424.0,7.6,11.062203,7.532749857483675
1398,Stalker,356.0,7.8,7.787515,7.531214999829895
826,The Bridge on the River Kwai,554.0,7.7,8.851646,7.527604784653871
303,Notorious,345.0,7.8,10.135111,7.523729847926424
11104,Chungking Express,249.0,7.9,6.778979,7.518305317494775
3175,Barry Lyndon,521.0,7.7,14.003467,7.517641488495512
3083,Mr. Smith Goes to Washington,245.0,7.9,8.168694,7.5131297963760595
1700,Misery,1085.0,7.6,15.020845,7.512663691569108
581,Dances with Wolves,1084.0,7.6,11.654349,7.512586675424107
164,Breakfast at Tiffany's,1082.0,7.6,10.879289,7.512432234921323
23128,The Cove,241.0,7.9,12.492389,7.50781199288982
9800,Philadelphia,1019.0,7.6,13.373006,7.507271552788529
10775,Infernal Affairs,490.0,7.7,10.363082,7.507172759131366
14537,Harakiri,136.0,8.2,9.286966,7.505770375972782
391,A Fistful of Dollars,909.0,7.6,12.429704,7.496635338822666
2011,Persepolis,461.0,7.7,9.537501,7.49622953019753
13929,Geri's Game,309.0,7.8,4.768849,7.496025877244952
321640,The Jinx: The Life and Deaths of Robert Durst,85.0,8.6,5.403881,7.495357703192129
234200,Pride,457.0,7.7,9.111867,7.494621873631042
68,Brazil,877.0,7.6,9.837287,7.493067195179004
37247,The Graduate,855.0,7.6,12.057829,7.490467723680594
140607,Star Wars: The Force Awakens,7993.0,7.5,31.626013,7.488297064519575
597,Titanic,7770.0,7.5,26.88907,7.487963336308304
180299,The Raid 2,832.0,7.6,8.434884,7.487611439830995
272,Batman Begins,7511.0,7.5,28.505341,7.487551023664983
22,Pirates of the Caribbean: The Curse of the Black Pearl,7191.0,7.5,47.326665,7.487000868655011
671,Harry Potter and the Philosopher's Stone,7188.0,7.5,38.187238,7.486995480786259
127585,X-Men: Days of Future Past,6155.0,7.5,26.058586,7.484830506032383
585,"Monsters, Inc.",6150.0,7.5,26.419962,7.484818272569506
674,Harry Potter and the Goblet of Fire,5758.0,7.5,24.903058,7.4837936105253
12444,Harry Potter and the Deathly Hallows: Part 1,5708.0,7.5,23.300362,7.483652881196758
14784,The Fall,430.0,7.7,15.855108,7.483069354022787
8885,Waltz with Bashir,294.0,7.8,7.636625,7.482771191659701
2062,Ratatouille,4510.0,7.5,20.50803,7.479358177616434
16859,Kiki's Delivery Service,768.0,7.6,12.220581,7.478818202849556
10191,How to Train Your Dragon,4319.0,7.5,14.416681,7.478455777049883
251516,Kung Fury,762.0,7.6,7.741143,7.477922770850908
562,Die Hard,4005.0,7.5,16.640522,7.476787494434263
4977,Paprika,416.0,7.7,7.128022,7.476552124315317
3558,"Girl, Interrupted",747.0,7.6,8.285062,7.475625206939696
162,Edward Scissorhands,3731.0,7.5,17.612244,7.4751053398389145
123025,"Batman: The Dark Knight Returns, Part 1",410.0,7.7,12.107182,7.473637586806386
80,Before Sunset,734.0,7.6,7.048957,7.473562869809869
13958,The King of Kong,148.0,8.1,5.376821,7.473097423893623
9421,The Dinner Game,408.0,7.7,6.122739,7.472649104652702
32085,Vincent,217.0,7.9,6.675518,7.472559138318118
8358,Cast Away,3304.0,7.5,21.296343,7.47193598387923
137106,The Lego Movie,3127.0,7.5,16.418133,7.470372455124626
10020,Beauty and the Beast,3029.0,7.5,23.433511,7.469429454345872
968,Dog Day Afternoon,685.0,7.6,7.530126,7.465133727797194
578,Jaws,2628.0,7.5,19.726114,7.464851863305055
16,Dancer in the Dark,392.0,7.7,10.684806,7.464419207988546
903,Cool Hand Luke,390.0,7.7,9.718713,7.463348386206676
747,Shaun of the Dead,2479.0,7.5,14.902948,7.462781055725954
10242,What Ever Happened to Baby Jane?,210.0,7.9,4.857003,7.461051115118991
11321,Seven Pounds,2092.0,7.5,21.708267,7.456056624617617
89708,Samsara,169.0,8.0,9.491177,7.4560424197759705
9552,The Exorcist,2046.0,7.5,12.137595,7.455092218478501
85350,Boyhood,2008.0,7.5,6.430591,7.454263017459153
653,Nosferatu,373.0,7.7,7.435873,7.453837564848553
12493,High and Low,123.0,8.2,8.815184,7.453602831970736
553,Dogville,619.0,7.6,9.808595,7.451828535023822
782,Gattaca,1846.0,7.5,12.89312,7.450355110723068
1366,Rocky,1843.0,7.5,14.774066,7.450276434194896
593,Solaris,364.0,7.7,11.059785,7.448486207562651
12104,Pink Floyd: The Wall,363.0,7.7,6.773407,7.447877215329147
773,Little Miss Sunshine,1728.0,7.5,5.320117,7.447060343043272
100,"Lock, Stock and Two Smoking Barrels",1671.0,7.5,4.60786,7.445306966839591
2649,The Game,1556.0,7.5,14.825587,7.441390591488753
142,Brokeback Mountain,1531.0,7.5,11.787044,7.440463813998063
40096,A Dog's Will,120.0,8.2,23.950396,7.440431117240808
4808,Charade,351.0,7.7,7.098731,7.440332393842737
827,Diabolique,198.0,7.9,6.028408,7.439811652947329
11005,Awakenings,568.0,7.6,13.201595,7.439600792768507
37797,Whisper of the Heart,349.0,7.7,10.550235,7.439030801831923
11621,Porco Rosso,563.0,7.6,8.08304,7.43829247949582
223,Rebecca,346.0,7.7,8.590813,7.437053762451862
244,King Kong,346.0,7.7,8.73274,7.437053762451862
873,The Color Purple,345.0,7.7,11.573562,7.436388075774525
13413,BURN·E,250.0,7.8,8.003898,7.4362442997697915
137182,The Broken Circle Breakdown,341.0,7.7,12.507625,7.433691278595749
9377,Ferris Bueller's Day Off,1340.0,7.5,12.724645,7.432282942396358
110,Three Colors: Red,246.0,7.8,7.832755,7.431328682199113
55,Amores perros,537.0,7.6,5.958138,7.431129965810796
14756,Ip Man,1309.0,7.5,6.004257,7.430738256019822
49797,I Saw the Devil,534.0,7.6,8.435562,7.4302624827584545
3114,The Searchers,332.0,7.7,7.803856,7.427416989348004
792,Platoon,1236.0,7.5,18.206972,7.426806601812548
992,"Sherlock, Jr.",134.0,8.1,5.858328,7.425398314842051
10315,Fantastic Mr. Fox,1206.0,7.5,8.695893,7.425058351855842
80767,Jiro Dreams of Sushi,239.0,7.8,7.789413,7.422398927096669
14002,Baraka,156.0,8.0,9.925348,7.421714999664745
269,Breathless,322.0,7.7,8.200586,7.4200894890616595
5511,Le Samouraï,187.0,7.9,9.091288,7.418452700130538
5511,Le Samouraï,187.0,7.9,9.091288,7.418452700130538
14301,Dr. Horrible's Sing-Along Blog,236.0,7.8,8.927994,7.4184380766816
525,The Blues Brothers,1092.0,7.5,10.076901,7.417577311673325
244267,I Origins,1089.0,7.5,11.901185,7.417360219430147
10229,A Walk to Remember,1057.0,7.5,8.054499,7.414971354951163
404,The Straight Story,315.0,7.7,14.580995,7.414721342276541
108,Three Colors: Blue,311.0,7.7,8.843517,7.411560359919495
283587,Beasts of No Nation,476.0,7.6,11.732546,7.411546178575926
13310,Let the Right One In,997.0,7.5,7.274237,7.410098653229167
962,The Gold Rush,308.0,7.7,6.202041,7.409143267963513
318224,Going Clear: Scientology and the Prison of Belief,306.0,7.7,5.887113,7.407509241379039
871,Planet of the Apes,958.0,7.5,17.784978,7.406620327312437
12429,Ponyo,953.0,7.5,8.470945,7.406154825454574
62320,Home,181.0,7.9,6.05028,7.405944978056006
40662,Batman: Under the Red Hood,459.0,7.6,7.039325,7.405252043086321
1587,What's Eating Gilbert Grape,943.0,7.5,10.3919,7.405209758238608
805,Rosemary's Baby,892.0,7.5,11.504558,7.400077802474456
7735,The Wave,870.0,7.5,6.010332,7.397688358620584
204,The Wages of Fear,176.0,7.9,7.643793,7.3950145572165376
334,Magnolia,844.0,7.5,9.091636,7.394712852271742
20532,Sansho the Bailiff,68.0,8.7,5.104286,7.3938414400926895
247,The Killing,290.0,7.7,10.223264,7.39374497038511
24428,The Avengers,12000.0,7.4,89.887648,7.39260359252539
293660,Deadpool,11444.0,7.4,187.860492,7.392245805631716
44639,Inside Job,287.0,7.7,10.30535,7.391018664483494
891,All the President's Men,424.0,7.6,12.421754,7.390871919685521
4995,Boogie Nights,812.0,7.5,7.595679,7.390804280662341
1726,Iron Man,8951.0,7.4,22.073099,7.390098132422057
205,Hotel Rwanda,805.0,7.5,10.262332,7.389910280620979
803,Night and Fog,97.0,8.3,11.144661,7.387573400890732
3078,It Happened One Night,283.0,7.7,6.465257,7.387307176969783
101299,The Hunger Games: Catching Fire,6656.0,7.4,25.309139,7.3867094079825435
18491,The End of Evangelion,124.0,8.1,6.228255,7.386628103051365
655,"Paris, Texas",282.0,7.7,11.635837,7.386365331117282
11031,This Is Spinal Tap,413.0,7.6,13.981499,7.3859034339761065
672,Harry Potter and the Chamber of Secrets,5966.0,7.4,29.741452,7.385185054842244
675,Harry Potter and the Order of the Phoenix,5633.0,7.4,21.3643,7.3843169610999375
319,True Romance,762.0,7.5,17.189328,7.384080406318889
765,Evil Dead II,760.0,7.5,13.520764,7.383794185099922
767,Harry Potter and the Half-Blood Prince,5435.0,7.4,19.083723,7.38375082769935
234,The Cabinet of Dr. Caligari,279.0,7.7,7.191271,7.383505440519567
9806,The Incredibles,5290.0,7.4,22.220214,7.383309604855981
596,The Grapes of Wrath,211.0,7.8,9.668636,7.381889999735393
194662,Birdman,4657.0,7.4,18.193263,7.381065071155925
190859,American Sniper,4600.0,7.4,19.228561,7.380832965576547
13475,Star Trek,4574.0,7.4,15.362632,7.380725192459113
54138,Star Trek Into Darkness,4479.0,7.4,15.78129,7.380320885389918
218,The Terminator,4208.0,7.4,19.293562,7.3790684100354484
228150,Fury,4028.0,7.4,36.713807,7.378144504642211
165,Back to the Future Part II,3926.0,7.4,13.689855,7.377583825435346
64690,Drive,3832.0,7.4,15.388875,7.377041032954905
812,Aladdin,3495.0,7.4,16.357419,7.374858473887429
38757,Tangled,3419.0,7.4,14.684761,7.374307665013243
11545,Rushmore,688.0,7.5,5.997054,7.372457032426744
138843,The Conjuring,3169.0,7.4,14.90169,7.3723122988291205
475,Bonnie and Clyde,384.0,7.6,12.109198,7.371597442237182
343,Harold and Maude,266.0,7.7,10.878112,7.370485094718157
576,The Wild Bunch,266.0,7.7,11.722424,7.370485094718157
895,Andrei Rublev,139.0,8.0,6.489852,7.369699946724537
662,La Jetée,165.0,7.9,7.282665,7.369178092702035
